,mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_n_neighbors,param_weights,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score,split0_train_score,split1_train_score,split2_train_score,split3_train_score,split4_train_score,mean_train_score,std_train_score
0,0.013333415985107422,0.007867697458573178,15.35485553741455,0.6091345649656627,5,uniform,"{'n_neighbors': 5, 'weights': 'uniform'}",23000.0,25825.0,22700.0,21775.0,29225.0,24505.0,2720.1746267473345,2,234875.0,231425.0,240975.0,242125.0,236025.0,237085.0,3964.2653796132267
1,0.01078968048095703,0.002516037513882756,18.382631921768187,3.3779822202112637,5,distance,"{'n_neighbors': 5, 'weights': 'distance'}",27350.0,32075.0,28150.0,25150.0,35075.0,29560.0,3551.3588948457464,1,793500.0,793250.0,793250.0,793500.0,793500.0,793400.0,122.47448713915891
